id,relevance
1,2.0
4,1.67
5,2.33
6,3.0
7,2.67
8,2.33
10,2.67
11,3.0
12,2.0
13,3.0
14,3.0
15,2.33
19,3.0
22,2.67
24,2.33
25,2.33
26,2.0
28,2.67
29,2.67
30,2.67
31,3.0
32,3.0
33,2.67
36,2.67
39,2.33
40,3.0
41,3.0
42,3.0
43,2.0
44,3.0
45,2.33
46,2.67
47,2.0
49,3.0
50,2.67
52,2.67
53,2.0
54,2.33
55,2.67
56,3.0
57,2.33
58,2.33
59,2.67
60,1.67
61,2.33
62,3.0
63,3.0
64,3.0
66,3.0
67,2.0
68,2.67
70,2.33
71,2.33
72,2.33
73,2.0
74,2.33
76,2.67
77,2.33
78,2.0
79,2.33
80,2.33
82,2.33
83,2.33
84,2.0
86,2.33
87,3.0
89,1.33
91,2.0
93,2.0
94,2.0
95,2.0
96,1.33
97,2.0
98,2.67
99,1.33
100,3.0
102,2.33
103,2.0
104,2.0
107,1.33
108,2.0
109,2.0
110,2.33
111,2.33
112,2.33
115,1.67
116,3.0
118,3.0
119,2.33
121,2.67
124,3.0
126,2.67
128,2.67
129,3.0
130,2.67
131,3.0
132,3.0
133,3.0
134,2.0
135,3.0
137,2.33
139,3.0
140,2.67
141,2.33
142,2.33
144,2.67
145,3.0
146,2.67
148,1.67
151,2.67
152,3.0
153,3.0
154,1.67
155,2.67
156,2.0
159,2.0
160,2.67
161,2.67
163,3.0
167,2.33
168,3.0
169,2.67
170,3.0
171,2.67
173,2.33
174,2.67
175,2.67
176,1.67
180,2.33
183,2.67
184,2.33
185,2.33
187,2.67
188,1.67
189,1.67
190,2.67
192,2.33
194,2.67
196,1.0
197,3.0
198,3.0
199,3.0
200,3.0
204,3.0
206,3.0
207,3.0
208,3.0
209,2.67
211,2.67
212,3.0
213,2.33
216,3.0
217,3.0
218,2.33
219,3.0
220,3.0
221,2.33
222,2.33
224,2.33
225,2.67
228,2.33
229,3.0
230,3.0
231,2.33
232,2.33
234,3.0
235,3.0
236,2.33
237,2.33
238,3.0
239,2.0
240,3.0
242,3.0
243,3.0
244,2.33
246,3.0
247,2.0
248,3.0
249,2.33
250,3.0
251,1.0
252,1.67
253,2.33
254,2.33
256,3.0
258,1.0
260,3.0
262,2.0
263,2.33
264,1.0
265,2.67
267,3.0
268,2.33
269,2.67
271,2.0
