id,relevance
1,2.0
4,3.0
5,2.33
6,3.0
7,2.67
8,3.0
10,3.0
11,3.0
12,2.0
13,3.0
14,3.0
15,2.33
19,3.0
22,2.67
24,2.33
25,2.33
26,2.0
28,2.67
29,2.67
30,2.33
31,3.0
32,3.0
33,2.0
36,2.67
39,2.33
40,3.0
41,3.0
42,3.0
43,2.33
44,2.67
45,2.33
46,2.67
47,2.33
49,3.0
50,2.67
52,3.0
53,2.0
54,2.33
55,3.0
56,3.0
57,2.0
58,3.0
59,3.0
60,2.33
61,3.0
62,3.0
63,3.0
64,2.33
66,3.0
67,2.67
68,2.0
70,2.33
71,3.0
72,1.33
73,2.0
74,2.33
76,2.0
77,2.33
78,2.0
79,1.33
80,2.33
82,3.0
83,3.0
84,2.0
86,2.33
87,3.0
89,2.33
91,2.67
93,2.33
94,2.67
95,2.0
96,2.33
97,2.67
98,2.67
99,2.33
100,3.0
102,2.33
103,2.67
104,2.67
107,2.33
108,2.67
109,2.33
110,2.33
111,2.33
112,2.33
115,3.0
116,3.0
118,3.0
119,2.33
121,2.33
124,3.0
126,2.67
128,2.0
129,3.0
130,2.67
131,3.0
132,3.0
133,3.0
134,2.33
135,3.0
137,3.0
139,3.0
140,2.67
141,2.33
142,2.0
144,3.0
145,3.0
146,2.33
148,1.67
151,2.67
152,2.67
153,2.67
154,1.67
155,2.67
156,2.33
159,2.33
160,2.67
161,2.67
163,3.0
167,2.33
168,3.0
169,2.67
170,3.0
171,3.0
173,3.0
174,2.67
175,2.67
176,2.67
180,3.0
183,2.67
184,3.0
185,3.0
187,2.67
188,2.67
189,2.67
190,2.67
192,3.0
194,3.0
196,2.0
197,2.33
198,3.0
199,3.0
200,3.0
204,3.0
206,3.0
207,3.0
208,3.0
209,2.33
211,3.0
212,2.67
213,3.0
216,3.0
217,2.33
218,2.33
219,3.0
220,2.33
221,3.0
222,2.33
224,2.33
225,3.0
228,2.33
229,3.0
230,2.67
231,2.33
232,2.33
234,2.67
235,3.0
236,2.33
237,2.33
238,3.0
239,2.0
240,3.0
242,3.0
243,3.0
244,2.67
246,3.0
247,1.67
248,3.0
249,2.33
250,3.0
251,3.0
252,3.0
253,2.33
254,2.33
256,1.67
258,2.33
260,3.0
262,2.0
263,1.33
264,2.33
265,2.0
267,3.0
268,1.33
269,2.67
271,2.0
273,2.0
274,3.0
277,2.67
278,2.33
279,3.0
280,2.67
281,2.67
282,3.0
283,3.0
285,2.0
286,1.67
287,1.67
288,2.67
289,2.67
291,2.67
292,2.67
295,3.0
296,3.0
298,3.0
299,2.0
300,3.0
301,2.67
302,3.0
303,2.0
304,3.0
306,2.67
307,2.33
308,2.33
309,3.0
310,2.33
311,3.0
312,3.0
313,2.33
315,2.67
316,2.67
317,2.33
320,2.33
321,2.33
322,2.33
324,3.0
325,3.0
326,2.67
328,3.0
329,2.33
330,2.33
332,2.33
333,2.33
336,2.33
337,3.0
338,3.0
339,3.0
342,3.0
344,3.0
345,3.0
348,2.33
349,2.67
352,3.0
353,3.0
356,3.0
357,3.0
358,3.0
360,3.0
362,2.67
364,3.0
366,2.33
367,3.0
368,2.67
369,3.0
370,3.0
371,3.0
372,3.0
376,2.33
377,3.0
378,3.0
379,2.33
380,3.0
381,3.0
382,2.33
383,2.0
384,3.0
386,3.0
387,3.0
388,2.67
390,2.33
391,2.33
392,2.33
393,2.33
394,2.33
395,2.0
396,2.33
398,2.33
399,3.0
404,2.33
405,2.33
406,3.0
409,2.0
410,2.0
412,2.33
414,2.33
415,2.33
416,2.33
417,2.33
419,2.33
420,2.0
423,2.33
424,2.0
425,1.67
426,3.0
427,3.0
428,3.0
429,3.0
430,1.67
431,3.0
432,2.67
433,2.67
434,2.67
435,2.67
436,2.67
437,3.0
438,2.67
439,2.67
441,3.0
442,2.67
443,3.0
448,2.67
449,3.0
450,2.67
451,2.67
453,3.0
457,3.0
460,3.0
462,2.0
463,3.0
464,2.33
465,2.67
466,3.0
467,2.33
471,3.0
472,2.0
474,2.0
477,2.33
482,2.67
483,2.67
484,3.0
486,3.0
487,3.0
488,2.33
489,2.33
490,2.33
493,3.0
494,2.0
495,3.0
496,2.67
498,3.0
499,3.0
502,2.67
503,3.0
504,3.0
505,3.0
506,2.67
507,3.0
509,3.0
510,2.33
512,2.0
513,2.33
514,3.0
515,2.33
518,2.0
519,2.0
520,2.67
521,3.0
522,2.0
523,3.0
525,3.0
526,2.33
527,2.67
528,2.33
529,3.0
530,2.67
531,2.33
532,3.0
534,2.33
535,3.0
537,3.0
538,2.0
539,3.0
540,2.0
541,3.0
543,3.0
545,3.0
546,2.67
547,3.0
548,3.0
550,2.67
552,2.33
553,3.0
554,2.67
555,3.0
556,2.67
558,2.33
560,2.67
561,2.67
564,2.33
565,2.0
566,2.67
567,2.33
569,3.0
570,2.33
574,2.33
575,2.67
577,2.33
578,2.67
579,2.0
580,2.67
586,3.0
587,3.0
588,2.33
589,3.0
590,3.0
592,3.0
594,2.67
596,3.0
597,3.0
598,3.0
599,3.0
601,3.0
602,3.0
603,3.0
604,2.33
607,2.67
608,3.0
609,2.33
610,2.33
612,2.33
613,3.0
614,2.67
615,3.0
616,3.0
617,2.33
618,3.0
620,3.0
621,3.0
622,3.0
623,1.67
624,3.0
625,2.33
627,2.67
628,3.0
629,3.0
631,3.0
632,3.0
633,2.33
638,2.33
639,3.0
641,2.33
645,3.0
647,3.0
648,2.33
649,3.0
650,2.67
651,3.0
654,3.0
655,3.0
656,3.0
657,2.33
658,2.33
664,2.33
665,2.67
667,2.67
672,2.67
673,3.0
675,2.33
676,2.33
678,2.0
681,2.33
683,2.33
684,3.0
685,3.0
689,3.0
692,2.33
693,3.0
694,2.67
695,3.0
697,2.67
698,3.0
699,3.0
701,2.67
702,3.0
703,2.0
704,2.33
705,3.0
706,2.67
707,3.0
708,3.0
709,3.0
710,3.0
711,3.0
714,2.33
716,2.33
717,3.0
719,3.0
720,2.67
721,2.67
723,3.0
724,2.33
725,3.0
727,2.67
728,3.0
729,3.0
730,3.0
732,2.67
733,2.67
735,2.33
736,3.0
738,3.0
741,3.0
744,2.33
746,3.0
747,2.33
750,3.0
752,3.0
754,3.0
755,2.33
757,3.0
761,2.0
762,2.67
766,2.33
767,1.67
768,3.0
769,3.0
770,3.0
772,3.0
774,3.0
775,2.33
776,3.0
777,3.0
779,3.0
780,3.0
781,2.33
782,2.33
783,3.0
785,3.0
786,2.0
788,3.0
789,3.0
792,3.0
793,3.0
794,3.0
795,3.0
796,3.0
797,1.67
798,2.33
799,2.33
802,3.0
803,3.0
804,3.0
805,3.0
806,3.0
807,3.0
808,3.0
809,3.0
810,2.33
813,3.0
814,2.33
815,3.0
816,3.0
820,2.0
821,2.33
822,3.0
823,2.0
825,3.0
827,3.0
829,2.0
830,1.67
833,2.33
834,2.33
835,1.67
836,2.33
838,2.33
839,2.33
840,3.0
841,3.0
842,2.33
845,2.0
846,2.0
848,3.0
849,2.67
850,2.33
851,3.0
853,2.33
854,2.33
855,3.0
856,3.0
858,2.33
859,2.67
860,2.0
861,3.0
863,2.33
864,2.67
865,2.0
866,2.0
870,2.0
871,2.33
873,2.33
874,2.33
875,2.33
877,3.0
879,3.0
880,2.0
883,2.0
884,2.33
887,2.67
888,2.33
889,2.0
890,3.0
891,3.0
892,2.33
896,2.67
897,2.33
900,3.0
901,3.0
903,2.0
904,2.33
905,3.0
906,3.0
907,3.0
911,2.33
913,2.67
914,2.0
915,2.33
916,2.33
917,2.67
919,3.0
920,2.67
921,2.33
924,3.0
925,2.33
926,2.67
927,2.67
930,3.0
931,3.0
932,3.0
933,3.0
935,3.0
936,3.0
937,2.33
938,2.0
939,3.0
941,2.33
942,3.0
943,3.0
945,3.0
946,1.67
947,1.67
948,1.67
949,1.67
950,2.0
951,2.33
952,2.67
953,2.67
955,2.0
956,2.33
957,3.0
959,2.0
960,3.0
961,3.0
964,3.0
965,3.0
966,2.33
967,2.33
968,3.0
970,3.0
971,3.0
972,2.67
973,3.0
975,3.0
976,2.33
977,2.33
979,3.0
980,3.0
981,3.0
982,3.0
983,2.0
985,3.0
986,2.33
987,2.33
988,2.33
989,3.0
990,3.0
992,3.0
993,3.0
994,3.0
995,2.0
996,2.67
997,3.0
998,3.0
999,3.0
1002,3.0
1003,2.0
1005,2.33
1006,2.33
1009,3.0
1010,3.0
1011,3.0
1012,3.0
1013,3.0
1014,3.0
1015,2.33
1016,2.67
1017,2.33
1018,3.0
1021,2.33
1023,3.0
1024,2.67
1025,2.33
1027,2.67
1029,3.0
1030,2.33
1032,2.33
1033,3.0
1034,2.33
1035,3.0
1036,2.67
1037,3.0
1039,2.33
1041,2.67
1042,2.33
1043,2.0
1044,2.33
1045,2.33
1046,3.0
1047,2.33
1048,2.33
1049,2.33
1050,3.0
1052,3.0
1054,3.0
1055,3.0
1057,2.33
1058,3.0
1059,3.0
1061,3.0
1063,2.33
1064,2.67
1066,3.0
1067,2.0
1069,3.0
1070,2.0
1071,2.67
1075,2.0
1077,3.0
1078,2.67
1079,3.0
1082,2.33
1085,2.67
1087,3.0
1088,2.33
1089,3.0
1091,2.33
1092,2.67
1093,3.0
1094,2.33
1096,2.0
1099,3.0
1100,2.33
1102,1.67
1105,2.33
1106,3.0
1109,2.33
1110,3.0
1111,3.0
1112,3.0
1113,2.67
1114,2.0
1115,2.33
1117,3.0
1118,2.67
1119,3.0
1120,3.0
1122,3.0
1123,2.0
1124,3.0
1125,3.0
1126,3.0
1127,2.33
1130,2.33
1131,2.33
1133,3.0
1136,3.0
1137,3.0
1139,3.0
1140,3.0
1141,3.0
1143,2.0
1144,2.67
1147,3.0
1149,3.0
1150,3.0
1152,2.33
1153,3.0
1154,2.67
1156,3.0
1157,2.67
1158,2.33
1160,3.0
1161,2.33
1162,2.67
1163,2.33
1166,2.33
1167,2.0
1169,3.0
1170,2.67
1173,3.0
1174,3.0
1175,2.33
1178,3.0
1179,3.0
1181,2.33
1182,2.33
1183,3.0
1184,2.33
1186,3.0
1187,3.0
1188,2.67
1189,2.67
1190,2.67
1193,2.67
1194,2.67
1197,3.0
1198,3.0
1199,3.0
1200,3.0
1201,3.0
1202,3.0
1203,3.0
1204,3.0
1207,3.0
1209,3.0
1210,3.0
1211,3.0
1213,3.0
1214,2.0
1217,3.0
1219,2.33
1221,2.33
1222,2.0
1223,2.0
1225,2.33
1226,1.67
1229,2.33
1232,3.0
1233,2.0
1234,3.0
1235,2.67
1236,1.67
1239,3.0
1240,3.0
1241,3.0
1242,3.0
1244,2.67
1245,3.0
1246,3.0
1247,2.33
1249,3.0
1250,2.33
1251,3.0
1254,3.0
1255,3.0
1256,2.33
1258,3.0
1259,2.33
1260,2.33
1261,3.0
1262,2.33
1263,3.0
1264,3.0
1265,3.0
1268,3.0
1269,2.67
1270,2.67
1271,2.67
1272,3.0
1274,3.0
1277,2.33
1278,2.33
1280,2.33
1281,2.67
1282,2.33
1283,2.67
1284,3.0
1285,2.0
1286,2.33
1288,3.0
1290,1.0
1292,2.0
1293,2.33
1294,2.0
1295,2.33
1297,3.0
1298,2.33
1299,2.33
1301,2.33
1304,3.0
1305,3.0
1306,2.33
1307,3.0
1308,3.0
1309,2.67
1310,2.67
1311,2.67
1312,3.0
1313,2.67
1314,2.0
1315,2.67
1318,3.0
1319,2.67
1321,2.67
1322,2.67
1324,2.33
1325,3.0
1327,2.33
1328,3.0
1329,2.67
1330,2.33
1331,3.0
1332,3.0
1333,2.33
1334,2.33
1336,3.0
1337,2.67
1339,2.33
1341,3.0
1342,3.0
1343,3.0
1346,2.67
1350,2.67
1351,2.67
1352,2.67
1353,3.0
1354,3.0
1358,2.33
1360,2.67
1361,3.0
1362,3.0
1363,3.0
1365,2.67
1367,3.0
1368,2.33
1369,2.33
1370,2.33
1371,3.0
1372,2.67
1373,2.67
1374,2.33
1375,3.0
1376,3.0
1378,2.67
1379,3.0
1380,2.33
1381,2.33
1382,2.67
1383,2.33
1384,3.0
1385,3.0
1386,2.33
1389,2.33
1390,2.0
1391,2.0
1392,3.0
1393,3.0
1396,2.33
1398,3.0
1400,3.0
1402,3.0
1404,2.0
1406,3.0
1407,1.0
1409,3.0
1410,3.0
1411,3.0
1412,3.0
1413,3.0
1415,2.33
1416,2.33
1417,3.0
1418,3.0
1420,1.67
1421,3.0
1423,2.67
1424,2.0
1425,2.67
1426,3.0
1428,2.67
1429,2.33
1430,3.0
1432,3.0
1435,3.0
1437,2.33
1438,2.67
1440,3.0
1441,3.0
1442,3.0
1445,2.33
1446,2.33
1447,3.0
1448,2.33
1450,3.0
1451,1.67
1452,3.0
1455,3.0
1456,1.67
1457,3.0
1459,2.67
1460,2.67
1461,2.33
1462,3.0
1463,1.67
1464,3.0
1465,3.0
1466,2.0
1467,2.67
1469,2.33
1470,3.0
1474,2.0
1475,1.67
1476,2.0
1477,3.0
1478,2.33
1480,2.67
1482,2.67
1484,3.0
1485,3.0
1488,2.33
1489,3.0
1493,2.0
1494,2.0
1495,2.0
1498,3.0
1499,2.0
1500,2.0
1502,3.0
1503,2.33
1505,3.0
1507,2.67
1508,2.0
1510,3.0
1511,3.0
1513,3.0
1514,2.67
1515,2.0
1516,2.33
1517,3.0
1518,2.33
1519,3.0
1520,2.0
1521,2.0
1522,2.33
1523,3.0
1524,2.0
1525,2.33
1526,2.0
1527,3.0
1529,2.33
1530,2.33
1531,2.0
1532,3.0
1533,2.67
1534,3.0
1535,3.0
1536,2.33
1537,3.0
1539,3.0
1540,2.67
1541,3.0
1543,3.0
1544,3.0
1545,3.0
1547,3.0
1549,2.67
1550,3.0
1551,2.33
1552,2.33
1553,2.33
1555,3.0
1556,3.0
1557,2.67
1558,3.0
1559,3.0
1563,2.0
1564,3.0
1565,2.33
1566,2.67
1567,3.0
1570,3.0
1573,3.0
1574,3.0
1575,2.0
1579,3.0
1580,2.33
1581,3.0
1582,3.0
1583,3.0
1584,2.33
1585,2.67
1586,2.0
1589,2.33
1590,2.33
1591,1.67
1592,2.67
1594,3.0
1596,3.0
1597,3.0
1598,3.0
1599,3.0
1600,3.0
1601,2.33
1602,3.0
1603,3.0
1604,3.0
1605,2.33
1606,3.0
1607,2.0
1608,2.0
1611,2.0
1613,3.0
1614,3.0
1615,2.33
1618,3.0
1619,3.0
1620,2.67
1621,2.67
1623,3.0
1625,3.0
1626,2.0
1628,2.33
1629,3.0
1630,2.0
1631,1.67
1632,1.67
1635,2.33
1636,2.33
1638,2.33
1639,2.33
1641,2.33
1642,2.33
1644,3.0
1646,3.0
1649,2.0
1650,2.67
1651,2.33
1652,2.33
1658,3.0
1659,2.67
1660,3.0
1662,3.0
1663,3.0
1665,2.33
1666,2.33
1668,2.33
1674,3.0
1676,2.33
1678,3.0
1679,3.0
1680,3.0
1682,3.0
1683,3.0
1684,3.0
1685,3.0
1686,3.0
1687,3.0
1688,3.0
1689,3.0
1690,2.0
1693,2.0
1694,3.0
1695,2.33
1697,3.0
1698,3.0
1699,3.0
1700,3.0
1701,2.0
1706,3.0
1707,2.33
1708,2.33
1709,3.0
1710,3.0
1711,3.0
1712,3.0
1714,2.33
1716,2.33
1717,2.33
1718,2.67
1719,3.0
1720,2.67
1723,2.33
1725,2.33
1727,3.0
1728,3.0
1729,2.33
1730,3.0
1732,3.0
1734,2.33
1735,3.0
1736,2.33
1737,2.0
1739,2.33
1743,1.67
1744,3.0
1745,3.0
1747,3.0
1748,2.33
1750,2.0
1751,3.0
1752,2.33
1754,3.0
1755,3.0
1756,2.67
1757,2.67
1758,2.33
1759,3.0
1760,2.67
1761,2.33
1763,3.0
1764,2.33
1766,3.0
1767,3.0
1768,3.0
1769,2.33
1770,2.33
1772,3.0
1773,3.0
1775,2.0
1776,2.33
1778,3.0
1781,2.33
1783,3.0
1787,2.67
1788,2.67
1789,3.0
1791,3.0
1792,2.33
1793,3.0
1794,3.0
1795,3.0
1796,3.0
1798,3.0
1799,3.0
1800,2.33
1801,3.0
1802,3.0
1803,3.0
1806,3.0
1807,3.0
1808,2.0
1809,2.0
1810,2.33
1812,2.33
1813,3.0
1814,2.33
1817,2.33
1819,2.67
1820,3.0
1822,2.67
1823,3.0
1825,3.0
1826,3.0
1827,2.0
1828,2.0
1831,3.0
1832,3.0
1833,3.0
1834,3.0
1836,3.0
1837,3.0
1838,2.67
1839,3.0
1840,3.0
1842,2.33
1843,2.0
1849,3.0
1850,2.33
1854,2.33
1856,2.33
1857,3.0
1859,3.0
1860,2.33
1863,2.0
1864,3.0
1865,2.0
1866,2.67
1869,2.67
1871,2.67
1873,3.0
1874,3.0
1876,2.67
1877,3.0
1878,3.0
1879,2.33
1880,2.33
1882,2.33
1884,2.33
1885,1.67
1886,1.67
1887,3.0
1888,3.0
1889,2.33
1890,3.0
1891,3.0
1892,2.33
1893,2.33
1895,2.33
1897,2.33
1898,3.0
1900,2.33
1901,2.0
1902,3.0
1903,3.0
1904,3.0
1905,2.33
1906,1.67
1908,1.67
1909,2.33
1910,2.33
1911,2.33
1912,2.0
1913,2.33
1916,2.33
1917,3.0
1919,3.0
1925,3.0
1926,3.0
1928,3.0
1929,3.0
1930,3.0
1932,2.67
1934,2.33
1935,2.33
1936,2.33
1937,3.0
1938,3.0
1940,2.0
1942,2.67
1944,2.33
1945,2.0
1946,2.67
1947,3.0
1948,2.33
1949,3.0
1950,2.67
1951,2.67
1952,2.67
1953,2.67
1954,3.0
1955,3.0
1957,3.0
1958,2.33
1960,3.0
1962,3.0
1965,2.33
1968,2.33
1969,3.0
1971,3.0
1972,3.0
1973,3.0
1974,2.33
1975,3.0
1976,2.67
1978,2.67
1980,2.67
1981,2.67
1984,2.67
1985,2.67
1986,2.0
1988,3.0
1990,1.67
1991,2.33
1992,1.67
1993,2.33
1995,2.33
1996,2.0
1997,2.67
1999,2.33
2004,3.0
2005,2.33
2007,2.33
2009,2.33
2010,3.0
2012,3.0
2014,3.0
2015,3.0
2016,3.0
2017,3.0
2018,2.67
2020,2.33
2026,2.33
2027,3.0
2028,2.33
2030,2.0
2031,2.67
2032,2.0
2033,2.67
2034,3.0
2035,3.0
2036,3.0
2038,2.0
2040,3.0
2043,2.33
2044,3.0
2045,3.0
2046,3.0
2048,3.0
2049,2.67
2051,2.0
2053,2.67
2054,3.0
2055,2.67
2057,2.33
2058,2.33
2059,3.0
2061,2.67
2063,2.0
2067,3.0
2068,3.0
2069,2.67
2071,2.0
2072,2.33
2075,3.0
2076,3.0
2077,3.0
2078,3.0
2079,2.0
2080,3.0
2084,2.33
2087,3.0
2090,2.33
2091,3.0
2092,2.67
2093,2.33
2094,2.33
2096,3.0
2099,3.0
2100,2.33
2101,2.0
2102,2.0
2104,2.0
2105,2.0
2108,2.0
2110,3.0
2111,2.33
2112,2.33
2114,3.0
2116,2.67
2119,3.0
2120,3.0
2121,3.0
2122,2.33
2123,2.33
2124,2.67
2125,2.33
2127,3.0
2128,2.33
2129,2.67
2131,3.0
2132,2.0
2134,2.33
2135,2.0
2138,2.67
2140,3.0
2141,3.0
2142,3.0
2143,2.0
2144,2.33
2145,2.0
2147,2.33
2150,2.33
2152,3.0
2155,3.0
2156,2.0
2159,2.33
2161,3.0
2162,3.0
2164,3.0
2165,3.0
2168,3.0
2170,1.67
2171,2.33
2172,2.33
2174,1.67
2175,3.0
2177,2.67
2178,3.0
2179,2.67
2180,2.67
2183,2.33
2184,2.67
2185,2.67
2186,3.0
2187,2.33
2191,2.33
2192,2.67
2193,2.33
2194,2.67
2195,3.0
2196,3.0
