id,relevance
1,2.33
4,3.0
5,3.0
6,3.0
7,3.0
8,3.0
10,3.0
11,3.0
12,2.33
13,3.0
14,3.0
15,2.33
19,3.0
22,2.67
24,2.33
25,3.0
26,2.33
28,3.0
29,2.33
30,2.33
31,3.0
32,3.0
33,2.0
36,2.33
39,2.33
40,3.0
41,3.0
42,3.0
43,2.33
44,2.67
45,2.33
46,2.67
47,2.33
49,3.0
50,3.0
52,2.33
53,2.33
54,2.33
55,3.0
56,3.0
57,2.33
58,3.0
59,3.0
60,2.33
61,3.0
62,3.0
63,2.33
64,3.0
66,3.0
67,2.33
68,2.33
70,2.33
71,3.0
72,2.33
73,2.33
74,2.33
76,2.33
77,2.33
78,2.33
79,2.33
80,2.33
82,3.0
83,3.0
84,2.33
86,2.33
87,3.0
89,2.33
91,2.33
93,2.33
94,2.33
95,2.33
96,2.33
97,2.33
98,2.33
99,2.33
100,3.0
102,2.33
103,2.33
104,2.33
107,2.33
108,2.33
109,3.0
110,2.33
111,2.33
112,2.33
115,3.0
116,3.0
118,3.0
119,3.0
121,2.67
124,3.0
126,3.0
128,2.33
129,3.0
130,3.0
131,3.0
132,3.0
133,3.0
134,2.33
135,2.33
137,3.0
139,3.0
140,2.33
141,3.0
142,2.33
144,3.0
145,3.0
146,3.0
148,2.33
151,3.0
152,3.0
153,3.0
154,2.33
155,2.33
156,2.33
159,2.33
160,2.33
161,2.33
163,3.0
167,2.33
168,3.0
169,2.33
170,3.0
171,3.0
173,3.0
174,2.33
175,2.33
176,2.33
180,3.0
183,2.33
184,3.0
185,3.0
187,2.33
188,2.33
189,2.33
190,2.33
192,3.0
194,3.0
196,2.0
197,2.33
198,3.0
199,2.33
200,3.0
204,3.0
206,3.0
207,3.0
208,3.0
209,2.33
211,3.0
212,3.0
213,3.0
216,3.0
217,2.33
218,2.33
219,3.0
220,2.33
221,3.0
222,2.33
224,2.33
225,3.0
228,3.0
229,3.0
230,3.0
231,2.33
232,2.33
234,2.33
235,3.0
236,3.0
237,2.33
238,3.0
239,2.33
240,2.33
242,3.0
243,3.0
244,2.33
246,3.0
247,2.33
248,3.0
249,2.33
250,3.0
251,2.33
252,3.0
253,2.33
254,2.33
256,3.0
258,2.33
260,3.0
262,2.33
263,2.33
264,2.33
265,2.0
267,3.0
268,2.33
269,2.33
271,2.33
273,3.0
274,2.33
277,3.0
278,2.33
279,2.33
280,3.0
281,3.0
282,3.0
283,3.0
285,2.33
286,2.33
287,2.33
288,3.0
289,3.0
291,3.0
292,3.0
295,3.0
296,3.0
298,3.0
299,2.33
300,2.33
301,3.0
302,3.0
303,2.0
304,3.0
306,2.67
307,2.33
308,2.67
309,3.0
310,3.0
311,3.0
312,3.0
313,2.33
315,2.33
316,2.33
317,2.33
320,2.67
321,2.33
322,3.0
324,3.0
325,3.0
326,2.67
328,3.0
329,2.33
330,2.33
332,2.33
333,2.33
336,2.33
337,3.0
338,3.0
339,3.0
342,3.0
344,3.0
345,3.0
348,3.0
349,3.0
352,3.0
353,3.0
356,2.33
357,3.0
358,3.0
360,3.0
362,3.0
364,3.0
366,2.33
367,3.0
368,3.0
369,3.0
370,3.0
371,3.0
372,3.0
376,2.33
377,3.0
378,3.0
379,2.33
380,2.33
381,3.0
382,2.33
383,2.33
384,3.0
386,3.0
387,3.0
388,2.33
390,2.33
391,2.33
392,3.0
393,2.33
394,2.33
395,2.33
396,2.33
398,2.33
399,3.0
404,2.33
405,2.33
406,3.0
409,2.33
410,3.0
412,3.0
414,2.33
415,2.33
416,3.0
417,2.33
419,2.33
420,3.0
423,2.33
424,3.0
425,3.0
426,3.0
427,3.0
428,3.0
